"Device ID","UTC Timestamp","Ev_sc_D65 in lx","Ev_mc_D65 in lx","Ev_lc_D65 in lx","Ev_rh_D65 in lx","Ev_mel_D65 in lx","Ev in lx","CCT in K","Duv","Tilt in °","TriggeredByUser","Ee_sc in W/m^2","Ee_mc in W/m^2","Ee_lc in W/m^2","Ee_rh in W/m^2","Ee_mel in W/m^2"
"0xF26C0000CDF100320004700652594E45","09/02/2022 11:26:41","281.83615180097257","492.63830696771817","551.34146586230418","365.129443574288","323.50259274769752","558.0032292703637","3976.9288290371624","0.0068199243720843544","-0.90938044919914152","False","0.23034468686693493","0.717182847283604","0.89808011374310714","0.52932815434964531","0.42902913850199642"
"0xF26C0000CDF100320004700652594E45","09/02/2022 11:26:51","15.596861198403492","37.397840617757481","38.166638701209173","53.332411698828047","54.649371941897471","33.598757405790749","4463.5830133382942","0.011415167764471768","-6.0809626726997177","True","0.012747314657455175","0.054443776371331333","0.062169637780399613","0.077315997239791018","0.072475997069344433"
"0xF26C0000CDF100320004700652594E45","09/02/2022 11:27:01","218.13047793780083","236.37597257605893","242.46787245944822","179.84041507105516","166.40124208711652","253.81278357473548","5727.2293188258463","0.0098162350933772569","-47.25295474562725","False","0.17827803961856462","0.34411614087622661","0.39495591744919517","0.26071464972850866","0.22068132725593392"
"0xF26C0000CDF100320004700652594E45","09/02/2022 11:27:11","161.8287234938266","256.95098134345943","282.37293192320431","197.63861582576709","178.64998932583131","286.17537870582908","4229.8250180425457","0.0069063212031506144","-34.623245386292773","False","0.13226261571150449","0.37406923863980829","0.45995726880970744","0.28651670136261453","0.2369256158439175"
"0xF26C0000CDF100320004700652594E45","09/02/2022 11:27:21","220.57527058767568","347.16569983145718","377.99032183720374","275.3152681490252","251.39022134257289","382.38559405219706","4330.6133655995282","0.0077998921366013441","2.6926515205964048","False","0.18027616865130733","0.50540382581463539","0.61570843524062113","0.39912454423564181","0.33339371154452019"
"0xF26C0000CDF100320004700652594E45","09/02/2022 11:27:31","113.0376930077187","217.33675175175432","244.77869751842087","144.29663795019715","120.64692374536334","251.15701709164961","3901.1129885369041","0.010251835435413415","-10.772377311684824","False","0.0923857064952085","0.31639884320020395","0.39872002038775578","0.20918683603640081","0.16000195027110087"
"0xF26C0000CDF100320004700652594E45","09/02/2022 11:27:41","56.366052541849079","112.19591895965381","125.48895342343674","93.3006478615241","84.87875032332775","124.42088782677509","3864.5696230206413","0.0074695113831030474","-8.19638513336675","False","0.046067974742453256","0.163334818821464","0.2044089562314361","0.13525794920485149","0.11256619867879728"
"0xF26C0000CDF100320004700652594E45","09/02/2022 11:27:51","38.9800657590376","99.768571527776942","110.51125552744873","103.51842427628303","99.342216598049021","104.70242679364471","3730.9945105208185","0.0085887285277706921","-2.2850245224559407","False","0.031858407744861428","0.14524308643013767","0.18001178412866123","0.1500706596733275","0.13174764765233263"
"0xF26C0000CDF100320004700652594E45","09/02/2022 11:28:01","293.6931071350665","329.48184426662129","356.26665595402358","195.83752429464474","166.95350674049359","378.79673100551884","4930.5471052377025","0.00449219694105224","-17.900959370942246","False","0.2400353764614899","0.47965966888334732","0.580322755883509","0.28390565896994646","0.2214137406392426"
"0xF26C0000CDF100320004700652594E45","09/02/2022 11:28:11","406.07891450108662","639.33784985624459","687.29999319357421","499.17526808723818","457.25421856843735","700.35891786329148","4465.160320353054","0.010911718872726933","-50.613394917633585","False","0.33188829682173809","0.930748041820721","1.119542958913013","0.72365438614606914","0.60641054466546163"
"0xF26C0000CDF100320004700652594E45","09/02/2022 11:28:21","143.74452426031951","295.51515132681794","318.91147322682309","287.91898112875123","279.78101277667957","309.59172039187723","4098.9204666599107","0.011243979678871724","-15.30919493492919","False","0.11748239967795914","0.43021095730158154","0.51947489873917219","0.41739614694235072","0.37104557914443242"
"0xF26C0000CDF100320004700652594E45","09/02/2022 11:28:31","468.05617260230753","626.60422394706859","665.33667447446533","467.9443206400058","426.33433914305152","687.54013925891513","4825.4351262735036","0.009669310682409088","-2.9482778276984343","False","0.38254230986786597","0.91221042922214246","1.0837669090514566","0.67837888163181637","0.565404600571515"
"0xF26C0000CDF100320004700652594E45","09/02/2022 11:28:41","4214.2555123695092","5882.9660963176811","5980.8049102628884","7183.989626749415","7449.9280858924967","5590.0857059329728","5141.5975901030743","0.0054752924068373066","-3.9812666951549476","False","3.4443110302596","8.564422043019281","9.7421331183272191","10.414629761898627","9.88009462751063"
"0xF26C0000CDF100320004700652594E45","09/02/2022 11:28:51","5038.3400853956646","5985.7877705038027","6106.285739432833","6420.71060153812","6525.5049045358473","5933.952906007512","5482.5905665952823","0.0043525481885842432","-2.8061608131964988","False","4.1178353517938771","8.7141098362994356","9.9465288409621415","9.3081041590498117","8.6541246043954416"
"0xF26C0000CDF100320004700652594E45","09/02/2022 11:29:01","616.98233763464373","780.46397253174587","844.48330611747917","680.62179290894892","660.89191399644415","842.55644523467","4589.6535995951417","4.0168711293087078E-05","-80.8050819820765","False","0.50425966454879434","1.1361994512117155","1.3755788573347618","0.98669741318010318","0.87647485634208433"
"0xF26C0000CDF100320004700652594E45","09/02/2022 11:29:11","797.69760375442286","1077.0865496862032","1176.1716579886688","909.83902550015341","871.78395769226711","1176.0807687052759","4402.3865152312883","0.0011456816563898964","-62.452713903715839","False","0.65195825154848985","1.5680225990331747","1.9158660136977426","1.3189936352675724","1.1561598846914847"
