"Device ID","UTC Timestamp","Ev_sc_D65 in lx","Ev_mc_D65 in lx","Ev_lc_D65 in lx","Ev_rh_D65 in lx","Ev_mel_D65 in lx","Ev in lx","CCT in K","Duv","Tilt in °","TriggeredByUser","Ee_sc in W/m^2","Ee_mc in W/m^2","Ee_lc in W/m^2","Ee_rh in W/m^2","Ee_mel in W/m^2"
"0xF26C0000CDF10006002A700652594E45","02/02/2022 16:46:33","161.91517338766045","345.04256882194869","378.92636776561704","221.79575742048465","176.44479629622052","394.22760142353195","4123.4490966738067","0.018059807713152909","-0.83488670998138148","False","0.1323332712097349","0.50231297169099287","0.61723316045341359","0.32153730953247661","0.23400108884804766"
"0xF26C0000CDF10006002A700652594E45","02/02/2022 16:46:43","110.12120821468746","260.92729528293665","289.12980262259055","170.44116132449165","136.19950801643972","298.89045426895416","3975.5546207473744","0.018265613874038439","-4.1515812430232977","False","0.090002063473864066","0.37985795647289922","0.4709635354919377","0.24708855157211551","0.18062778753140238"
"0xF26C0000CDF10006002A700652594E45","02/02/2022 16:46:53","108.17053148478742","255.76647980145268","283.61755689461467","166.1095676526385","132.36827459654876","293.351424507458","3971.4370536306164","0.018186120014618279","-2.5836771373738059","False","0.088407775382516762","0.37234484129495482","0.46198463842563781","0.24080904022603006","0.17554680576994297"
"0xF26C0000CDF10006002A700652594E45","02/02/2022 16:47:03","86.375955049009121","219.19175831777051","244.68796921289263","139.3197532273584","109.40352480232583","253.08820708742718","3884.8185613385745","0.018701462526455992","-13.341107605549707","False","0.070595068061555161","0.31909936175901032","0.3985722330508808","0.20197184625370146","0.14509095459284452"
"0xF26C0000CDF10006002A700652594E45","02/02/2022 16:47:13","68.739878468467651","181.59169853751112","203.33782079701462","122.59006682675651","99.366266350390191","208.24832411990988","3819.9819109475789","0.017758931179608833","-14.220575401634784","False","0.056181102672278618","0.26436119473090869","0.33121697629625713","0.17771881987874891","0.13177954243388748"
"0xF26C0000CDF10006002A700652594E45","02/02/2022 16:47:23","111.11002388360299","269.51798333590517","299.55453955939015","174.11344999510243","138.22387026098423","309.74421148902553","3939.5555990821754","0.018359260911582659","-5.2370491228575027","False","0.090810222520068734","0.39236428014041075","0.48794438948829061","0.2524122684579","0.18331249674011729"
"0xF26C0000CDF10006002A700652594E45","02/02/2022 16:47:33","106.60860386208371","255.45773253488846","284.82277254740353","154.75839026899459","118.71372724384425","296.71418320335539","3934.5636307841546","0.0186529743243814","-5.1867373284841864","False","0.087131211936481018","0.3718953670242906","0.46394781420246556","0.22435323837296148","0.15743814507078624"
"0xF26C0000CDF10006002A700652594E45","02/02/2022 16:47:43","46.071162538752574","148.53609757440216","158.31007231380096","158.59229527147971","148.14062268036082","150.75374309573402","4054.11510778977","0.019062695625357978","9.9353969027495328","False","0.037653961142922479","0.21623885084881467","0.25787127679195038","0.22991125045506416","0.19646409379869453"
"0xF26C0000CDF10006002A700652594E45","02/02/2022 16:47:53","204.03709212543362","387.4112803679734","422.93364093456319","225.33021045900762","171.04804839306149","447.23090876404478","4281.9564793663631","0.01836583588891183","11.9057502394282","False","0.1667595153941169","0.56399334195969564","0.68891660771831","0.32666120610242333","0.22684392177887813"
"0xF26C0000CDF10006002A700652594E45","02/02/2022 16:48:03","154.81349443758219","337.65913385276309","368.39974998887044","225.88500674869161","182.52482589900734","382.02351928914908","4165.6611116259974","0.01913238073728793","-3.0012838709262231","False","0.12652906900383593","0.4915641670628525","0.600086352756871","0.32746549428357824","0.24206442410726353"
"0xF26C0000CDF10006002A700652594E45","02/02/2022 16:48:13","150.38918498501241","173.38092974153955","189.1748591428665","104.56870872313807","89.114344795850585","199.9882474097252","4768.8975949460009","0.0032805552381648395","0.8788082160947","False","0.12291308088825065","0.25240795751773326","0.30814692805781524","0.15159325703593327","0.11818344406825704"
"0xF26C0000CDF10006002A700652594E45","02/02/2022 16:48:23","35.738570707511812","102.99725621600877","114.46737348898715","62.319525481012327","47.045277196209483","119.30359126143073","3893.6609694157232","0.022812700800232066","-31.171540190354342","False","0.029209133839249404","0.14994340559926556","0.18645590467621118","0.090344616089823568","0.062391446617613019"
"0xF26C0000CDF10006002A700652594E45","02/02/2022 16:48:33","30.184111202247834","82.207660783879732","90.399297201804814","55.176211712308792","44.173364787503658","93.293394813235409","3981.58413229168","0.021996548532172561","11.004088539379032","False","0.024669474085597155","0.1196779125691721","0.14725141521201987","0.079988954119334058","0.058582716381187352"
"0xF26C0000CDF10006002A700652594E45","02/02/2022 16:48:43","35.674495731050349","88.198777012681091","96.009719666762834","61.068427442016038","49.993679325152094","99.054150257021732","4107.4420756839463","0.021608379382268394","6.2085446261858452","False","0.029156765360987456","0.12839977957506113","0.15639023236518998","0.088530899262690643","0.066301617521016709"
"0xF26C0000CDF10006002A700652594E45","02/02/2022 16:48:53","12.854571019233292","35.5734945527736","41.791529479948643","37.376492771346442","36.629905431544572","38.70425617667749","3149.2687531612478","0.00022823423790896413","-6.2171052809414942","False","0.01050604089401937","0.051787893369927805","0.068074222369888346","0.054184701570620941","0.048578580583314407"
"0xF26C0000CDF10006002A700652594E45","02/02/2022 16:49:03","128.41634639413954","115.59049617888458","114.69694283119129","115.19985811939165","117.51954045204404","115.2044272632358","6970.370497561491","0.0034224300715059858","12.474141698189866","False","0.10495467990793025","0.16827664433722017","0.18682985017772749","0.16700523431568207","0.15585441454750082"
