"Device ID","UTC Timestamp","Ev_sc_D65 in lx","Ev_mc_D65 in lx","Ev_lc_D65 in lx","Ev_rh_D65 in lx","Ev_mel_D65 in lx","Ev in lx","CCT in K","Duv","Tilt in °","TriggeredByUser","Ee_sc in W/m^2","Ee_mc in W/m^2","Ee_lc in W/m^2","Ee_rh in W/m^2","Ee_mel in W/m^2"
"0xF26C0000CDF100310016700652594E45","16/02/2022 11:45:31","291.56046127700193","547.30675988821338","617.54743240005837","388.53039201285134","336.47888605347043","627.04206187766727","3868.56972943875","0.0080211837827632859","-1.8778774472853594","False","0.23829236500169365","0.79676918104526107","1.0059230126364551","0.56325250930103055","0.44623829868411252"
"0xF26C0000CDF100310016700652594E45","16/02/2022 11:45:41","366.81156699266074","724.436263714872","820.33833278507427","481.85425162518328","400.03903490384852","839.71431809994874","3839.9643716138035","0.0097883161294756438","57.92763816808484","False","0.29979509370310164","1.0546343127161106","1.3362491102736076","0.69854410858102822","0.53053176808948388"
"0xF26C0000CDF100310016700652594E45","16/02/2022 11:45:51","195.87954968031764","394.504534222085","466.68821657017577","196.56086702598694","140.238865544566","486.17016412948391","3513.65135625346","0.0072666635289491827","43.910027526426639","False","0.16009235595372362","0.57431970092051132","0.76018843597115937","0.28495428892757324","0.18598478348520345"
"0xF26C0000CDF100310016700652594E45","16/02/2022 11:46:01","255.62356296140877","469.85258519325407","534.520956228429","330.62973276609551","286.73551510440041","541.871132589605","3800.7402856096469","0.0061852960417658059","-18.186418457160528","True","0.20892113800835938","0.68401139352433926","0.870681185600488","0.47931392359100866","0.38026864013145589"
"0xF26C0000CDF100310016700652594E45","16/02/2022 11:46:11","130.89086483431126","232.425008106926","259.10192067442574","165.63204851007683","143.29697852507002","264.25646604966232","4029.731554531912","0.0087601098998790622","-13.298570330494282","False","0.1069771038290826","0.33836432680206285","0.42205111858657207","0.24011678072505838","0.19004045291994787"
"0xF26C0000CDF100310016700652594E45","16/02/2022 11:46:21","186.77458677770184","347.80613606393547","403.03396892323195","214.85614000268549","176.45712673559763","413.14880344117665","3662.7678933811439","0.0056985799362209433","-54.64209775038119","False","0.15265086977341572","0.50633617288187727","0.65650203197905255","0.31147694616189314","0.23401744147674958"
"0xF26C0000CDF100310016700652594E45","16/02/2022 11:46:31","436.76020418145788","594.96157585688775","638.06490092397985","463.38831564279138","425.21608864194343","652.114948610647","4676.2001749462179","0.00704741818372262","-23.20706252088064","False","0.35696411487750557","0.86614506213245723","1.0393439171150707","0.67177404118735462","0.56392157675694543"
"0xF26C0000CDF100310016700652594E45","16/02/2022 11:46:41","419.1316924188539","581.0001264447601","621.726585996596","470.20362500232733","436.04922472733028","631.45394309438848","4668.3464941583843","0.0071153071421803382","-15.098623737995489","False","0.34255633221392928","0.84581998407828163","1.0127304359298552","0.68165419516587389","0.57828848183338544"
"0xF26C0000CDF100310016700652594E45","16/02/2022 11:46:51","413.99932388746305","575.52396530690623","616.88426924596592","462.24054662128776","427.442986145544","627.0114624213785","4647.4502711299974","0.0070410594495164819","-4.2660000971117613","False","0.33836164741322355","0.83784778869379406","1.004842786174754","0.6701101204368809","0.56687488822622045"
"0xF26C0000CDF100310016700652594E45","16/02/2022 11:47:01","349.97525011345761","482.7123985292921","522.6435680660046","354.19854031117336","317.73520050576684","537.58240592053107","4566.1139028752705","0.0068033963895949429","-23.066871157625698","False","0.28603477191772891","0.70273270977894342","0.851334108022715","0.513481623889108","0.421380422910748"
